Id,Date,segment,state,case_count,year,Month,Week,weekday,day,Festival,Season,Festival1
208,03-04-2017,2,MADHYA PRADESH,28,2017,4,14,2,3,NA,Summer,0
209,03-04-2017,2,ORISSA,233,2017,4,14,2,3,NA,Summer,0
210,03-04-2017,2,PUNJAB,0,2017,4,14,2,3,NA,Summer,0
211,03-04-2017,2,TAMIL NADU,1161,2017,4,14,2,3,NA,Summer,0
212,03-04-2017,2,TRIPURA,0,2017,4,14,2,3,NA,Summer,0
213,03-04-2017,2,UTTAR PRADESH,7,2017,4,14,2,3,NA,Summer,0
214,03-04-2017,2,WEST BENGAL,178,2017,4,14,2,3,NA,Summer,0
298,04-04-2017,2,ASSAM,0,2017,4,14,3,4,Navmi,Summer,Navmi
299,04-04-2017,2,BIHAR,0,2017,4,14,3,4,Navmi,Summer,Navmi
300,04-04-2017,2,CHHATTISGARH,109,2017,4,14,3,4,Navmi,Summer,Navmi
301,04-04-2017,2,GUJARAT,7,2017,4,14,3,4,Navmi,Summer,Navmi
302,04-04-2017,2,HARYANA,0,2017,4,14,3,4,Navmi,Summer,Navmi
303,04-04-2017,2,JHARKHAND,0,2017,4,14,3,4,Navmi,Summer,Navmi
304,04-04-2017,2,KERALA,146,2017,4,14,3,4,Navmi,Summer,Navmi
305,04-04-2017,2,KARNATAKA,398,2017,4,14,3,4,Navmi,Summer,Navmi
306,04-04-2017,2,MAHARASHTRA,0,2017,4,14,3,4,Navmi,Summer,Navmi
307,04-04-2017,2,MADHYA PRADESH,85,2017,4,14,3,4,Navmi,Summer,Navmi
308,04-04-2017,2,ORISSA,276,2017,4,14,3,4,Navmi,Summer,Navmi
309,04-04-2017,2,PUNJAB,0,2017,4,14,3,4,Navmi,Summer,Navmi
310,04-04-2017,2,TAMIL NADU,881,2017,4,14,3,4,Navmi,Summer,Navmi
311,04-04-2017,2,TRIPURA,0,2017,4,14,3,4,Navmi,Summer,Navmi
312,04-04-2017,2,UTTAR PRADESH,20,2017,4,14,3,4,Navmi,Summer,Navmi
313,04-04-2017,2,WEST BENGAL,323,2017,4,14,3,4,Navmi,Summer,Navmi
397,05-04-2017,2,ASSAM,0,2017,4,14,4,5,NA,Summer,0
398,05-04-2017,2,BIHAR,0,2017,4,14,4,5,NA,Summer,0
399,05-04-2017,2,CHHATTISGARH,97,2017,4,14,4,5,NA,Summer,0
400,05-04-2017,2,GUJARAT,44,2017,4,14,4,5,NA,Summer,0
401,05-04-2017,2,HARYANA,0,2017,4,14,4,5,NA,Summer,0
402,05-04-2017,2,JHARKHAND,0,2017,4,14,4,5,NA,Summer,0
403,05-04-2017,2,KERALA,173,2017,4,14,4,5,NA,Summer,0
404,05-04-2017,2,KARNATAKA,250,2017,4,14,4,5,NA,Summer,0
405,05-04-2017,2,MAHARASHTRA,0,2017,4,14,4,5,NA,Summer,0
406,05-04-2017,2,MADHYA PRADESH,0,2017,4,14,4,5,NA,Summer,0
407,05-04-2017,2,ORISSA,227,2017,4,14,4,5,NA,Summer,0
408,05-04-2017,2,PUNJAB,0,2017,4,14,4,5,NA,Summer,0
409,05-04-2017,2,TAMIL NADU,1142,2017,4,14,4,5,NA,Summer,0
410,05-04-2017,2,TRIPURA,0,2017,4,14,4,5,NA,Summer,0
411,05-04-2017,2,UTTAR PRADESH,39,2017,4,14,4,5,NA,Summer,0
412,05-04-2017,2,WEST BENGAL,443,2017,4,14,4,5,NA,Summer,0
413,06-04-2017,2,ASSAM,0,2017,4,14,5,6,NA,Summer,0
414,06-04-2017,2,BIHAR,0,2017,4,14,5,6,NA,Summer,0
415,06-04-2017,2,CHHATTISGARH,49,2017,4,14,5,6,NA,Summer,0
416,06-04-2017,2,GUJARAT,37,2017,4,14,5,6,NA,Summer,0
417,06-04-2017,2,HARYANA,0,2017,4,14,5,6,NA,Summer,0
418,06-04-2017,2,JHARKHAND,0,2017,4,14,5,6,NA,Summer,0
419,06-04-2017,2,KERALA,61,2017,4,14,5,6,NA,Summer,0
420,06-04-2017,2,KARNATAKA,319,2017,4,14,5,6,NA,Summer,0
421,06-04-2017,2,MAHARASHTRA,0,2017,4,14,5,6,NA,Summer,0
422,06-04-2017,2,MADHYA PRADESH,51,2017,4,14,5,6,NA,Summer,0
423,06-04-2017,2,ORISSA,329,2017,4,14,5,6,NA,Summer,0
424,06-04-2017,2,PUNJAB,0,2017,4,14,5,6,NA,Summer,0
425,06-04-2017,2,TAMIL NADU,981,2017,4,14,5,6,NA,Summer,0
426,06-04-2017,2,TRIPURA,0,2017,4,14,5,6,NA,Summer,0
427,06-04-2017,2,UTTAR PRADESH,40,2017,4,14,5,6,NA,Summer,0
428,06-04-2017,2,WEST BENGAL,512,2017,4,14,5,6,NA,Summer,0
512,07-04-2017,2,ASSAM,0,2017,4,14,6,7,NA,Summer,0
513,07-04-2017,2,BIHAR,0,2017,4,14,6,7,NA,Summer,0
514,07-04-2017,2,CHHATTISGARH,104,2017,4,14,6,7,NA,Summer,0
515,07-04-2017,2,GUJARAT,33,2017,4,14,6,7,NA,Summer,0
516,07-04-2017,2,HARYANA,0,2017,4,14,6,7,NA,Summer,0
517,07-04-2017,2,JHARKHAND,0,2017,4,14,6,7,NA,Summer,0
518,07-04-2017,2,KERALA,141,2017,4,14,6,7,NA,Summer,0
519,07-04-2017,2,KARNATAKA,339,2017,4,14,6,7,NA,Summer,0
520,07-04-2017,2,MAHARASHTRA,0,2017,4,14,6,7,NA,Summer,0
521,07-04-2017,2,MADHYA PRADESH,106,2017,4,14,6,7,NA,Summer,0
522,07-04-2017,2,ORISSA,235,2017,4,14,6,7,NA,Summer,0
523,07-04-2017,2,PUNJAB,0,2017,4,14,6,7,NA,Summer,0
524,07-04-2017,2,TAMIL NADU,876,2017,4,14,6,7,NA,Summer,0
525,07-04-2017,2,TRIPURA,0,2017,4,14,6,7,NA,Summer,0
526,07-04-2017,2,UTTAR PRADESH,31,2017,4,14,6,7,NA,Summer,0
527,07-04-2017,2,WEST BENGAL,384,2017,4,14,6,7,NA,Summer,0
528,08-04-2017,2,ASSAM,0,2017,4,14,7,8,NA,Summer,0
529,08-04-2017,2,BIHAR,0,2017,4,14,7,8,NA,Summer,0
530,08-04-2017,2,CHHATTISGARH,82,2017,4,14,7,8,NA,Summer,0
531,08-04-2017,2,GUJARAT,42,2017,4,14,7,8,NA,Summer,0
532,08-04-2017,2,HARYANA,0,2017,4,14,7,8,NA,Summer,0
533,08-04-2017,2,JHARKHAND,0,2017,4,14,7,8,NA,Summer,0
534,08-04-2017,2,KERALA,86,2017,4,14,7,8,NA,Summer,0
535,08-04-2017,2,KARNATAKA,358,2017,4,14,7,8,NA,Summer,0
536,08-04-2017,2,MAHARASHTRA,0,2017,4,14,7,8,NA,Summer,0
537,08-04-2017,2,MADHYA PRADESH,51,2017,4,14,7,8,NA,Summer,0
538,08-04-2017,2,ORISSA,314,2017,4,14,7,8,NA,Summer,0
539,08-04-2017,2,PUNJAB,0,2017,4,14,7,8,NA,Summer,0
540,08-04-2017,2,TAMIL NADU,686,2017,4,14,7,8,NA,Summer,0
541,08-04-2017,2,TRIPURA,0,2017,4,14,7,8,NA,Summer,0
542,08-04-2017,2,UTTAR PRADESH,47,2017,4,14,7,8,NA,Summer,0
543,08-04-2017,2,WEST BENGAL,631,2017,4,14,7,8,NA,Summer,0
544,09-04-2017,2,ASSAM,0,2017,4,15,1,9,NA,Summer,0
545,09-04-2017,2,BIHAR,0,2017,4,15,1,9,NA,Summer,0
546,09-04-2017,2,CHHATTISGARH,56,2017,4,15,1,9,NA,Summer,0
547,09-04-2017,2,GUJARAT,11,2017,4,15,1,9,NA,Summer,0
548,09-04-2017,2,HARYANA,0,2017,4,15,1,9,NA,Summer,0
549,09-04-2017,2,JHARKHAND,0,2017,4,15,1,9,NA,Summer,0
550,09-04-2017,2,KERALA,74,2017,4,15,1,9,NA,Summer,0
551,09-04-2017,2,KARNATAKA,152,2017,4,15,1,9,NA,Summer,0
552,09-04-2017,2,MAHARASHTRA,0,2017,4,15,1,9,NA,Summer,0
553,09-04-2017,2,MADHYA PRADESH,35,2017,4,15,1,9,NA,Summer,0
554,09-04-2017,2,ORISSA,392,2017,4,15,1,9,NA,Summer,0
555,09-04-2017,2,PUNJAB,0,2017,4,15,1,9,NA,Summer,0
556,09-04-2017,2,TAMIL NADU,249,2017,4,15,1,9,NA,Summer,0
557,09-04-2017,2,TRIPURA,0,2017,4,15,1,9,NA,Summer,0
558,09-04-2017,2,UTTAR PRADESH,8,2017,4,15,1,9,NA,Summer,0
559,09-04-2017,2,WEST BENGAL,458,2017,4,15,1,9,NA,Summer,0
560,10-04-2017,2,ASSAM,0,2017,4,15,2,10,NA,Summer,0
561,10-04-2017,2,BIHAR,0,2017,4,15,2,10,NA,Summer,0
562,10-04-2017,2,CHHATTISGARH,108,2017,4,15,2,10,NA,Summer,0
563,10-04-2017,2,GUJARAT,15,2017,4,15,2,10,NA,Summer,0
564,10-04-2017,2,HARYANA,0,2017,4,15,2,10,NA,Summer,0
565,10-04-2017,2,JHARKHAND,0,2017,4,15,2,10,NA,Summer,0
566,10-04-2017,2,KERALA,278,2017,4,15,2,10,NA,Summer,0
567,10-04-2017,2,KARNATAKA,377,2017,4,15,2,10,NA,Summer,0
568,10-04-2017,2,MAHARASHTRA,0,2017,4,15,2,10,NA,Summer,0
569,10-04-2017,2,MADHYA PRADESH,74,2017,4,15,2,10,NA,Summer,0
570,10-04-2017,2,ORISSA,766,2017,4,15,2,10,NA,Summer,0
571,10-04-2017,2,PUNJAB,0,2017,4,15,2,10,NA,Summer,0
572,10-04-2017,2,TAMIL NADU,746,2017,4,15,2,10,NA,Summer,0
573,10-04-2017,2,TRIPURA,0,2017,4,15,2,10,NA,Summer,0
574,10-04-2017,2,UTTAR PRADESH,123,2017,4,15,2,10,NA,Summer,0
575,10-04-2017,2,WEST BENGAL,679,2017,4,15,2,10,NA,Summer,0
576,11-04-2017,2,ASSAM,0,2017,4,15,3,11,NA,Summer,0
577,11-04-2017,2,BIHAR,0,2017,4,15,3,11,NA,Summer,0
578,11-04-2017,2,CHHATTISGARH,74,2017,4,15,3,11,NA,Summer,0
579,11-04-2017,2,GUJARAT,62,2017,4,15,3,11,NA,Summer,0
580,11-04-2017,2,HARYANA,0,2017,4,15,3,11,NA,Summer,0
581,11-04-2017,2,JHARKHAND,0,2017,4,15,3,11,NA,Summer,0
582,11-04-2017,2,KERALA,412,2017,4,15,3,11,NA,Summer,0
583,11-04-2017,2,KARNATAKA,598,2017,4,15,3,11,NA,Summer,0
584,11-04-2017,2,MAHARASHTRA,0,2017,4,15,3,11,NA,Summer,0
585,11-04-2017,2,MADHYA PRADESH,109,2017,4,15,3,11,NA,Summer,0
586,11-04-2017,2,ORISSA,1522,2017,4,15,3,11,NA,Summer,0
587,11-04-2017,2,PUNJAB,0,2017,4,15,3,11,NA,Summer,0
588,11-04-2017,2,TAMIL NADU,1611,2017,4,15,3,11,NA,Summer,0
589,11-04-2017,2,TRIPURA,0,2017,4,15,3,11,NA,Summer,0
590,11-04-2017,2,UTTAR PRADESH,203,2017,4,15,3,11,NA,Summer,0
591,11-04-2017,2,WEST BENGAL,1058,2017,4,15,3,11,NA,Summer,0
675,12-04-2017,2,ASSAM,0,2017,4,15,4,12,NA,Summer,0
676,12-04-2017,2,BIHAR,0,2017,4,15,4,12,NA,Summer,0
677,12-04-2017,2,CHHATTISGARH,162,2017,4,15,4,12,NA,Summer,0
678,12-04-2017,2,GUJARAT,128,2017,4,15,4,12,NA,Summer,0
679,12-04-2017,2,HARYANA,0,2017,4,15,4,12,NA,Summer,0
680,12-04-2017,2,JHARKHAND,0,2017,4,15,4,12,NA,Summer,0
681,12-04-2017,2,KERALA,754,2017,4,15,4,12,NA,Summer,0
682,12-04-2017,2,KARNATAKA,539,2017,4,15,4,12,NA,Summer,0
683,12-04-2017,2,MAHARASHTRA,0,2017,4,15,4,12,NA,Summer,0
684,12-04-2017,2,MADHYA PRADESH,171,2017,4,15,4,12,NA,Summer,0
685,12-04-2017,2,ORISSA,2125,2017,4,15,4,12,NA,Summer,0
686,12-04-2017,2,PUNJAB,0,2017,4,15,4,12,NA,Summer,0
687,12-04-2017,2,TAMIL NADU,2816,2017,4,15,4,12,NA,Summer,0
688,12-04-2017,2,TRIPURA,0,2017,4,15,4,12,NA,Summer,0
689,12-04-2017,2,UTTAR PRADESH,191,2017,4,15,4,12,NA,Summer,0
690,12-04-2017,2,WEST BENGAL,1895,2017,4,15,4,12,NA,Summer,0
774,13-04-2017,2,ASSAM,0,2017,4,15,5,13,NA,Summer,0
775,13-04-2017,2,BIHAR,0,2017,4,15,5,13,NA,Summer,0
776,13-04-2017,2,CHHATTISGARH,118,2017,4,15,5,13,NA,Summer,0
777,13-04-2017,2,GUJARAT,115,2017,4,15,5,13,NA,Summer,0
778,13-04-2017,2,HARYANA,0,2017,4,15,5,13,NA,Summer,0
779,13-04-2017,2,JHARKHAND,0,2017,4,15,5,13,NA,Summer,0
780,13-04-2017,2,KERALA,755,2017,4,15,5,13,NA,Summer,0
781,13-04-2017,2,KARNATAKA,762,2017,4,15,5,13,NA,Summer,0
782,13-04-2017,2,MAHARASHTRA,0,2017,4,15,5,13,NA,Summer,0
783,13-04-2017,2,MADHYA PRADESH,272,2017,4,15,5,13,NA,Summer,0
784,13-04-2017,2,ORISSA,2648,2017,4,15,5,13,NA,Summer,0
785,13-04-2017,2,PUNJAB,0,2017,4,15,5,13,NA,Summer,0
786,13-04-2017,2,TAMIL NADU,3193,2017,4,15,5,13,NA,Summer,0
787,13-04-2017,2,TRIPURA,0,2017,4,15,5,13,NA,Summer,0
788,13-04-2017,2,UTTAR PRADESH,148,2017,4,15,5,13,NA,Summer,0
789,13-04-2017,2,WEST BENGAL,2340,2017,4,15,5,13,NA,Summer,0
873,14-04-2017,2,ASSAM,0,2017,4,15,6,14,Good Friday,Summer,Good Friday
874,14-04-2017,2,BIHAR,0,2017,4,15,6,14,Good Friday,Summer,Good Friday
875,14-04-2017,2,CHHATTISGARH,82,2017,4,15,6,14,Good Friday,Summer,Good Friday
876,14-04-2017,2,GUJARAT,137,2017,4,15,6,14,Good Friday,Summer,Good Friday
877,14-04-2017,2,HARYANA,0,2017,4,15,6,14,Good Friday,Summer,Good Friday
878,14-04-2017,2,JHARKHAND,0,2017,4,15,6,14,Good Friday,Summer,Good Friday
879,14-04-2017,2,KERALA,148,2017,4,15,6,14,Good Friday,Summer,Good Friday
880,14-04-2017,2,KARNATAKA,878,2017,4,15,6,14,Good Friday,Summer,Good Friday
881,14-04-2017,2,MAHARASHTRA,0,2017,4,15,6,14,Good Friday,Summer,Good Friday
882,14-04-2017,2,MADHYA PRADESH,167,2017,4,15,6,14,Good Friday,Summer,Good Friday
883,14-04-2017,2,ORISSA,2654,2017,4,15,6,14,Good Friday,Summer,Good Friday
884,14-04-2017,2,PUNJAB,0,2017,4,15,6,14,Good Friday,Summer,Good Friday
885,14-04-2017,2,TAMIL NADU,1812,2017,4,15,6,14,Good Friday,Summer,Good Friday
886,14-04-2017,2,TRIPURA,0,2017,4,15,6,14,Good Friday,Summer,Good Friday
887,14-04-2017,2,UTTAR PRADESH,144,2017,4,15,6,14,Good Friday,Summer,Good Friday
888,14-04-2017,2,WEST BENGAL,2267,2017,4,15,6,14,Good Friday,Summer,Good Friday
972,15-04-2017,2,ASSAM,0,2017,4,15,7,15,NA,Summer,0
973,15-04-2017,2,BIHAR,0,2017,4,15,7,15,NA,Summer,0
974,15-04-2017,2,CHHATTISGARH,56,2017,4,15,7,15,NA,Summer,0
975,15-04-2017,2,GUJARAT,212,2017,4,15,7,15,NA,Summer,0
976,15-04-2017,2,HARYANA,0,2017,4,15,7,15,NA,Summer,0
977,15-04-2017,2,JHARKHAND,0,2017,4,15,7,15,NA,Summer,0
978,15-04-2017,2,KERALA,594,2017,4,15,7,15,NA,Summer,0
979,15-04-2017,2,KARNATAKA,710,2017,4,15,7,15,NA,Summer,0
980,15-04-2017,2,MAHARASHTRA,0,2017,4,15,7,15,NA,Summer,0
981,15-04-2017,2,MADHYA PRADESH,276,2017,4,15,7,15,NA,Summer,0
982,15-04-2017,2,ORISSA,2500,2017,4,15,7,15,NA,Summer,0
983,15-04-2017,2,PUNJAB,0,2017,4,15,7,15,NA,Summer,0
984,15-04-2017,2,TAMIL NADU,2470,2017,4,15,7,15,NA,Summer,0
985,15-04-2017,2,TRIPURA,0,2017,4,15,7,15,NA,Summer,0
986,15-04-2017,2,UTTAR PRADESH,71,2017,4,15,7,15,NA,Summer,0
987,15-04-2017,2,WEST BENGAL,1910,2017,4,15,7,15,NA,Summer,0
1071,16-04-2017,2,ASSAM,0,2017,4,16,1,16,NA,Summer,0
1072,16-04-2017,2,BIHAR,0,2017,4,16,1,16,NA,Summer,0
1073,16-04-2017,2,CHHATTISGARH,41,2017,4,16,1,16,NA,Summer,0
1074,16-04-2017,2,GUJARAT,104,2017,4,16,1,16,NA,Summer,0
1075,16-04-2017,2,HARYANA,0,2017,4,16,1,16,NA,Summer,0
1076,16-04-2017,2,JHARKHAND,0,2017,4,16,1,16,NA,Summer,0
1077,16-04-2017,2,KERALA,279,2017,4,16,1,16,NA,Summer,0
1078,16-04-2017,2,KARNATAKA,574,2017,4,16,1,16,NA,Summer,0
1079,16-04-2017,2,MAHARASHTRA,0,2017,4,16,1,16,NA,Summer,0
1080,16-04-2017,2,MADHYA PRADESH,159,2017,4,16,1,16,NA,Summer,0
1081,16-04-2017,2,ORISSA,2345,2017,4,16,1,16,NA,Summer,0
1082,16-04-2017,2,PUNJAB,0,2017,4,16,1,16,NA,Summer,0
1083,16-04-2017,2,TAMIL NADU,1479,2017,4,16,1,16,NA,Summer,0
1084,16-04-2017,2,TRIPURA,0,2017,4,16,1,16,NA,Summer,0
1085,16-04-2017,2,UTTAR PRADESH,37,2017,4,16,1,16,NA,Summer,0
1086,16-04-2017,2,WEST BENGAL,1727,2017,4,16,1,16,NA,Summer,0
1170,17-04-2017,2,ASSAM,0,2017,4,16,2,17,NA,Summer,0
1171,17-04-2017,2,BIHAR,0,2017,4,16,2,17,NA,Summer,0
1172,17-04-2017,2,CHHATTISGARH,74,2017,4,16,2,17,NA,Summer,0
1173,17-04-2017,2,GUJARAT,257,2017,4,16,2,17,NA,Summer,0
1174,17-04-2017,2,HARYANA,0,2017,4,16,2,17,NA,Summer,0
1175,17-04-2017,2,JHARKHAND,0,2017,4,16,2,17,NA,Summer,0
1176,17-04-2017,2,KERALA,918,2017,4,16,2,17,NA,Summer,0
1177,17-04-2017,2,KARNATAKA,759,2017,4,16,2,17,NA,Summer,0
1178,17-04-2017,2,MAHARASHTRA,0,2017,4,16,2,17,NA,Summer,0
1179,17-04-2017,2,MADHYA PRADESH,207,2017,4,16,2,17,NA,Summer,0
1180,17-04-2017,2,ORISSA,2255,2017,4,16,2,17,NA,Summer,0
1181,17-04-2017,2,PUNJAB,0,2017,4,16,2,17,NA,Summer,0
1182,17-04-2017,2,TAMIL NADU,2809,2017,4,16,2,17,NA,Summer,0
1183,17-04-2017,2,TRIPURA,0,2017,4,16,2,17,NA,Summer,0
1184,17-04-2017,2,UTTAR PRADESH,133,2017,4,16,2,17,NA,Summer,0
1185,17-04-2017,2,WEST BENGAL,2185,2017,4,16,2,17,NA,Summer,0
1269,18-04-2017,2,ASSAM,0,2017,4,16,3,18,NA,Summer,0
1270,18-04-2017,2,BIHAR,0,2017,4,16,3,18,NA,Summer,0
1271,18-04-2017,2,CHHATTISGARH,103,2017,4,16,3,18,NA,Summer,0
1272,18-04-2017,2,GUJARAT,381,2017,4,16,3,18,NA,Summer,0
1273,18-04-2017,2,HARYANA,0,2017,4,16,3,18,NA,Summer,0
1274,18-04-2017,2,JHARKHAND,0,2017,4,16,3,18,NA,Summer,0
1275,18-04-2017,2,KERALA,1135,2017,4,16,3,18,NA,Summer,0
1276,18-04-2017,2,KARNATAKA,1049,2017,4,16,3,18,NA,Summer,0
1277,18-04-2017,2,MAHARASHTRA,0,2017,4,16,3,18,NA,Summer,0
1278,18-04-2017,2,MADHYA PRADESH,243,2017,4,16,3,18,NA,Summer,0
1279,18-04-2017,2,ORISSA,2393,2017,4,16,3,18,NA,Summer,0
1280,18-04-2017,2,PUNJAB,0,2017,4,16,3,18,NA,Summer,0
1281,18-04-2017,2,TAMIL NADU,3141,2017,4,16,3,18,NA,Summer,0
1282,18-04-2017,2,TRIPURA,0,2017,4,16,3,18,NA,Summer,0
1283,18-04-2017,2,UTTAR PRADESH,167,2017,4,16,3,18,NA,Summer,0
1284,18-04-2017,2,WEST BENGAL,2739,2017,4,16,3,18,NA,Summer,0
1368,19-04-2017,2,ASSAM,0,2017,4,16,4,19,NA,Summer,0
1369,19-04-2017,2,BIHAR,0,2017,4,16,4,19,NA,Summer,0
1370,19-04-2017,2,CHHATTISGARH,127,2017,4,16,4,19,NA,Summer,0
1371,19-04-2017,2,GUJARAT,578,2017,4,16,4,19,NA,Summer,0
1372,19-04-2017,2,HARYANA,0,2017,4,16,4,19,NA,Summer,0
1373,19-04-2017,2,JHARKHAND,0,2017,4,16,4,19,NA,Summer,0
1374,19-04-2017,2,KERALA,1211,2017,4,16,4,19,NA,Summer,0
1375,19-04-2017,2,KARNATAKA,922,2017,4,16,4,19,NA,Summer,0
1376,19-04-2017,2,MAHARASHTRA,0,2017,4,16,4,19,NA,Summer,0
1377,19-04-2017,2,MADHYA PRADESH,238,2017,4,16,4,19,NA,Summer,0
1378,19-04-2017,2,ORISSA,2521,2017,4,16,4,19,NA,Summer,0
1379,19-04-2017,2,PUNJAB,0,2017,4,16,4,19,NA,Summer,0
1380,19-04-2017,2,TAMIL NADU,3520,2017,4,16,4,19,NA,Summer,0
1381,19-04-2017,2,TRIPURA,0,2017,4,16,4,19,NA,Summer,0
1382,19-04-2017,2,UTTAR PRADESH,153,2017,4,16,4,19,NA,Summer,0
1383,19-04-2017,2,WEST BENGAL,3040,2017,4,16,4,19,NA,Summer,0
1467,20-04-2017,2,ASSAM,0,2017,4,16,5,20,NA,Summer,0
1468,20-04-2017,2,BIHAR,0,2017,4,16,5,20,NA,Summer,0
1469,20-04-2017,2,CHHATTISGARH,101,2017,4,16,5,20,NA,Summer,0
1470,20-04-2017,2,GUJARAT,457,2017,4,16,5,20,NA,Summer,0
1471,20-04-2017,2,HARYANA,0,2017,4,16,5,20,NA,Summer,0
1472,20-04-2017,2,JHARKHAND,0,2017,4,16,5,20,NA,Summer,0
1473,20-04-2017,2,KERALA,1566,2017,4,16,5,20,NA,Summer,0
1474,20-04-2017,2,KARNATAKA,1096,2017,4,16,5,20,NA,Summer,0
1475,20-04-2017,2,MAHARASHTRA,0,2017,4,16,5,20,NA,Summer,0
1476,20-04-2017,2,MADHYA PRADESH,298,2017,4,16,5,20,NA,Summer,0
1477,20-04-2017,2,ORISSA,2501,2017,4,16,5,20,NA,Summer,0
1478,20-04-2017,2,PUNJAB,0,2017,4,16,5,20,NA,Summer,0
1479,20-04-2017,2,TAMIL NADU,3052,2017,4,16,5,20,NA,Summer,0
1480,20-04-2017,2,TRIPURA,0,2017,4,16,5,20,NA,Summer,0
1481,20-04-2017,2,UTTAR PRADESH,216,2017,4,16,5,20,NA,Summer,0
1482,20-04-2017,2,WEST BENGAL,3097,2017,4,16,5,20,NA,Summer,0
1566,21-04-2017,2,ASSAM,0,2017,4,16,6,21,NA,Summer,0
1567,21-04-2017,2,BIHAR,0,2017,4,16,6,21,NA,Summer,0
1568,21-04-2017,2,CHHATTISGARH,67,2017,4,16,6,21,NA,Summer,0
1569,21-04-2017,2,GUJARAT,456,2017,4,16,6,21,NA,Summer,0
1570,21-04-2017,2,HARYANA,0,2017,4,16,6,21,NA,Summer,0
1571,21-04-2017,2,JHARKHAND,0,2017,4,16,6,21,NA,Summer,0
1572,21-04-2017,2,KERALA,1526,2017,4,16,6,21,NA,Summer,0
1573,21-04-2017,2,KARNATAKA,906,2017,4,16,6,21,NA,Summer,0
1574,21-04-2017,2,MAHARASHTRA,0,2017,4,16,6,21,NA,Summer,0
1575,21-04-2017,2,MADHYA PRADESH,227,2017,4,16,6,21,NA,Summer,0
1576,21-04-2017,2,ORISSA,1846,2017,4,16,6,21,NA,Summer,0
1577,21-04-2017,2,PUNJAB,0,2017,4,16,6,21,NA,Summer,0
