Id,Date,segment,branch_id,state,zone,case_count,year,Month,Week,weekday,day,Festival,Season,Festival1
27,01-04-2017,1,63,JHARKHAND,SOUTH,6,2017,4,13,7,1,NA,Summer,0
28,01-04-2017,1,64,KARNATAKA,SOUTH,0,2017,4,13,7,1,NA,Summer,0
29,01-04-2017,1,65,ASSAM,EAST,12,2017,4,13,7,1,NA,Summer,0
30,01-04-2017,1,66,ANDHRA PRADESH,SOUTH,0,2017,4,13,7,1,NA,Summer,0
31,01-04-2017,1,67,GUJARAT,WEST,8,2017,4,13,7,1,NA,Summer,0
32,01-04-2017,1,68,GUJARAT,WEST,1,2017,4,13,7,1,NA,Summer,0
33,01-04-2017,1,69,TAMIL NADU,SOUTH,0,2017,4,13,7,1,NA,Summer,0
34,01-04-2017,1,70,MAHARASHTRA,WEST,0,2017,4,13,7,1,NA,Summer,0
35,01-04-2017,1,72,PUNJAB,NORTH,3,2017,4,13,7,1,NA,Summer,0
36,01-04-2017,1,73,PUNJAB,NORTH,10,2017,4,13,7,1,NA,Summer,0
37,01-04-2017,1,74,MAHARASHTRA,WEST,1,2017,4,13,7,1,NA,Summer,0
38,01-04-2017,1,76,TAMIL NADU,SOUTH,0,2017,4,13,7,1,NA,Summer,0
39,01-04-2017,1,77,MAHARASHTRA,WEST,0,2017,4,13,7,1,NA,Summer,0
40,01-04-2017,1,78,MAHARASHTRA,WEST,0,2017,4,13,7,1,NA,Summer,0
41,01-04-2017,1,79,UTTARAKHAND,EAST,11,2017,4,13,7,1,NA,Summer,0
42,01-04-2017,1,82,KERALA,SOUTH,0,2017,4,13,7,1,NA,Summer,0
43,01-04-2017,1,84,CHHATTISGARH,CENTRAL,0,2017,4,13,7,1,NA,Summer,0
44,01-04-2017,1,85,MAHARASHTRA,WEST,0,2017,4,13,7,1,NA,Summer,0
45,01-04-2017,1,100,UTTAR PRADESH,EAST,0,2017,4,13,7,1,NA,Summer,0
46,01-04-2017,1,101,UTTAR PRADESH,EAST,0,2017,4,13,7,1,NA,Summer,0
47,01-04-2017,1,103,BIHAR,EAST,6,2017,4,13,7,1,NA,Summer,0
48,01-04-2017,1,104,JHARKHAND,SOUTH,4,2017,4,13,7,1,NA,Summer,0
49,01-04-2017,1,105,GUJARAT,WEST,0,2017,4,13,7,1,NA,Summer,0
50,01-04-2017,1,111,ANDHRA PRADESH,SOUTH,0,2017,4,13,7,1,NA,Summer,0
51,01-04-2017,1,117,MAHARASHTRA,WEST,0,2017,4,13,7,1,NA,Summer,0
52,01-04-2017,1,120,TRIPURA,EAST,2,2017,4,13,7,1,NA,Summer,0
53,01-04-2017,1,121,KARNATAKA,SOUTH,0,2017,4,13,7,1,NA,Summer,0
54,01-04-2017,1,135,MAHARASHTRA,WEST,17,2017,4,13,7,1,NA,Summer,0
55,01-04-2017,1,136,TAMIL NADU,SOUTH,1,2017,4,13,7,1,NA,Summer,0
56,01-04-2017,1,137,MAHARASHTRA,WEST,5,2017,4,13,7,1,NA,Summer,0
57,01-04-2017,1,147,MADHYA PRADESH,CENTRAL,7,2017,4,13,7,1,NA,Summer,0
58,01-04-2017,1,159,BIHAR,EAST,0,2017,4,13,7,1,NA,Summer,0
59,01-04-2017,1,165,ORISSA,EAST,4,2017,4,13,7,1,NA,Summer,0
60,01-04-2017,1,202,UTTARAKHAND,EAST,0,2017,4,13,7,1,NA,Summer,0
61,01-04-2017,1,207,GUJARAT,WEST,0,2017,4,13,7,1,NA,Summer,0
62,01-04-2017,1,217,BIHAR,EAST,0,2017,4,13,7,1,NA,Summer,0
63,01-04-2017,1,248,MAHARASHTRA,WEST,0,2017,4,13,7,1,NA,Summer,0
64,01-04-2017,1,249,MAHARASHTRA,WEST,0,2017,4,13,7,1,NA,Summer,0
65,01-04-2017,1,250,GUJARAT,WEST,0,2017,4,13,7,1,NA,Summer,0
66,01-04-2017,1,251,TRIPURA,EAST,0,2017,4,13,7,1,NA,Summer,0
67,01-04-2017,1,254,ASSAM,EAST,0,2017,4,13,7,1,NA,Summer,0
68,01-04-2017,1,255,ASSAM,EAST,0,2017,4,13,7,1,NA,Summer,0
69,01-04-2017,1,257,GUJARAT,WEST,0,2017,4,13,7,1,NA,Summer,0
70,01-04-2017,1,258,HARYANA,NORTH,0,2017,4,13,7,1,NA,Summer,0
71,01-04-2017,1,259,HARYANA,NORTH,0,2017,4,13,7,1,NA,Summer,0
72,01-04-2017,1,260,TAMIL NADU,SOUTH,0,2017,4,13,7,1,NA,Summer,0
73,01-04-2017,1,261,HARYANA,NORTH,0,2017,4,13,7,1,NA,Summer,0
74,01-04-2017,1,262,UTTAR PRADESH,EAST,0,2017,4,13,7,1,NA,Summer,0
75,01-04-2017,1,263,ANDHRA PRADESH,SOUTH,0,2017,4,13,7,1,NA,Summer,0
76,01-04-2017,1,264,PUNJAB,NORTH,0,2017,4,13,7,1,NA,Summer,0
77,01-04-2017,1,265,ANDHRA PRADESH,SOUTH,0,2017,4,13,7,1,NA,Summer,0
78,01-04-2017,1,266,TELANGANA,SOUTH,0,2017,4,13,7,1,NA,Summer,0
79,01-04-2017,1,267,ANDHRA PRADESH,SOUTH,0,2017,4,13,7,1,NA,Summer,0
80,01-04-2017,1,268,UTTAR PRADESH,EAST,0,2017,4,13,7,1,NA,Summer,0
81,01-04-2017,1,269,UTTAR PRADESH,EAST,0,2017,4,13,7,1,NA,Summer,0
82,01-04-2017,1,270,UTTAR PRADESH,EAST,0,2017,4,13,7,1,NA,Summer,0
83,01-04-2017,1,271,HARYANA,NORTH,0,2017,4,13,7,1,NA,Summer,0
116,03-04-2017,1,1,WEST BENGAL,EAST,5,2017,4,14,2,3,NA,Summer,0
117,01-06-2017,1,3,DELHI,NORTH,0,2017,6,22,5,1,NA,Summer,0
118,03-04-2017,1,5,KARNATAKA,SOUTH,1,2017,4,14,2,3,NA,Summer,0
119,03-04-2017,1,7,WEST BENGAL,EAST,0,2017,4,14,2,3,NA,Summer,0
120,03-04-2017,1,8,WEST BENGAL,EAST,0,2017,4,14,2,3,NA,Summer,0
121,03-04-2017,1,9,WEST BENGAL,EAST,1,2017,4,14,2,3,NA,Summer,0
122,03-04-2017,1,10,WEST BENGAL,EAST,0,2017,4,14,2,3,NA,Summer,0
123,03-04-2017,1,11,WEST BENGAL,EAST,1,2017,4,14,2,3,NA,Summer,0
124,03-04-2017,1,13,TAMIL NADU,SOUTH,0,2017,4,14,2,3,NA,Summer,0
125,03-04-2017,1,14,UTTAR PRADESH,EAST,0,2017,4,14,2,3,NA,Summer,0
126,03-04-2017,1,15,PUNJAB,NORTH,1,2017,4,14,2,3,NA,Summer,0
127,03-04-2017,1,16,TELANGANA,SOUTH,0,2017,4,14,2,3,NA,Summer,0
128,03-04-2017,1,17,ANDHRA PRADESH,SOUTH,0,2017,4,14,2,3,NA,Summer,0
129,03-04-2017,1,18,MAHARASHTRA,WEST,0,2017,4,14,2,3,NA,Summer,0
130,03-04-2017,1,19,MAHARASHTRA,WEST,7,2017,4,14,2,3,NA,Summer,0
131,03-04-2017,1,20,ORISSA,SOUTH,1,2017,4,14,2,3,NA,Summer,0
132,03-04-2017,1,21,MAHARASHTRA,WEST,0,2017,4,14,2,3,NA,Summer,0
133,03-04-2017,1,29,WEST BENGAL,EAST,0,2017,4,14,2,3,NA,Summer,0
134,03-04-2017,1,34,GUJARAT,WEST,0,2017,4,14,2,3,NA,Summer,0
135,03-04-2017,1,35,TAMIL NADU,SOUTH,0,2017,4,14,2,3,NA,Summer,0
136,03-04-2017,1,36,ASSAM,EAST,0,2017,4,14,2,3,NA,Summer,0
137,03-04-2017,1,42,WEST BENGAL,EAST,1,2017,4,14,2,3,NA,Summer,0
138,03-04-2017,1,43,TAMIL NADU,SOUTH,0,2017,4,14,2,3,NA,Summer,0
139,03-04-2017,1,48,ORISSA,SOUTH,0,2017,4,14,2,3,NA,Summer,0
140,03-04-2017,1,61,GUJARAT,WEST,0,2017,4,14,2,3,NA,Summer,0
141,03-04-2017,1,62,PUNJAB,NORTH,0,2017,4,14,2,3,NA,Summer,0
142,03-04-2017,1,63,JHARKHAND,SOUTH,0,2017,4,14,2,3,NA,Summer,0
143,03-04-2017,1,64,KARNATAKA,SOUTH,0,2017,4,14,2,3,NA,Summer,0
144,03-04-2017,1,65,ASSAM,EAST,1,2017,4,14,2,3,NA,Summer,0
145,03-04-2017,1,66,ANDHRA PRADESH,SOUTH,0,2017,4,14,2,3,NA,Summer,0
146,03-04-2017,1,67,GUJARAT,WEST,0,2017,4,14,2,3,NA,Summer,0
147,03-04-2017,1,68,GUJARAT,WEST,0,2017,4,14,2,3,NA,Summer,0
148,03-04-2017,1,69,TAMIL NADU,SOUTH,0,2017,4,14,2,3,NA,Summer,0
149,03-04-2017,1,70,MAHARASHTRA,WEST,0,2017,4,14,2,3,NA,Summer,0
150,03-04-2017,1,72,PUNJAB,NORTH,1,2017,4,14,2,3,NA,Summer,0
151,03-04-2017,1,73,PUNJAB,NORTH,1,2017,4,14,2,3,NA,Summer,0
152,03-04-2017,1,74,MAHARASHTRA,WEST,0,2017,4,14,2,3,NA,Summer,0
153,03-04-2017,1,76,TAMIL NADU,SOUTH,0,2017,4,14,2,3,NA,Summer,0
154,03-04-2017,1,77,MAHARASHTRA,WEST,0,2017,4,14,2,3,NA,Summer,0
155,03-04-2017,1,78,MAHARASHTRA,WEST,0,2017,4,14,2,3,NA,Summer,0
156,03-04-2017,1,79,UTTARAKHAND,EAST,1,2017,4,14,2,3,NA,Summer,0
157,03-04-2017,1,82,KERALA,SOUTH,0,2017,4,14,2,3,NA,Summer,0
158,03-04-2017,1,84,CHHATTISGARH,CENTRAL,0,2017,4,14,2,3,NA,Summer,0
159,03-04-2017,1,85,MAHARASHTRA,WEST,0,2017,4,14,2,3,NA,Summer,0
160,03-04-2017,1,100,UTTAR PRADESH,EAST,0,2017,4,14,2,3,NA,Summer,0
161,03-04-2017,1,101,UTTAR PRADESH,EAST,0,2017,4,14,2,3,NA,Summer,0
162,03-04-2017,1,103,BIHAR,EAST,0,2017,4,14,2,3,NA,Summer,0
163,03-04-2017,1,104,JHARKHAND,SOUTH,0,2017,4,14,2,3,NA,Summer,0
164,03-04-2017,1,105,GUJARAT,WEST,0,2017,4,14,2,3,NA,Summer,0
165,03-04-2017,1,111,ANDHRA PRADESH,SOUTH,0,2017,4,14,2,3,NA,Summer,0
166,03-04-2017,1,117,MAHARASHTRA,WEST,0,2017,4,14,2,3,NA,Summer,0
167,03-04-2017,1,120,TRIPURA,EAST,0,2017,4,14,2,3,NA,Summer,0
168,03-04-2017,1,121,KARNATAKA,SOUTH,0,2017,4,14,2,3,NA,Summer,0
169,03-04-2017,1,135,MAHARASHTRA,WEST,5,2017,4,14,2,3,NA,Summer,0
170,03-04-2017,1,136,TAMIL NADU,SOUTH,0,2017,4,14,2,3,NA,Summer,0
171,03-04-2017,1,137,MAHARASHTRA,WEST,0,2017,4,14,2,3,NA,Summer,0
172,03-04-2017,1,147,MADHYA PRADESH,CENTRAL,2,2017,4,14,2,3,NA,Summer,0
173,03-04-2017,1,159,BIHAR,EAST,0,2017,4,14,2,3,NA,Summer,0
174,03-04-2017,1,165,ORISSA,EAST,0,2017,4,14,2,3,NA,Summer,0
175,03-04-2017,1,202,UTTARAKHAND,EAST,0,2017,4,14,2,3,NA,Summer,0
176,03-04-2017,1,207,GUJARAT,WEST,0,2017,4,14,2,3,NA,Summer,0
177,03-04-2017,1,217,BIHAR,EAST,0,2017,4,14,2,3,NA,Summer,0
178,03-04-2017,1,248,MAHARASHTRA,WEST,0,2017,4,14,2,3,NA,Summer,0
179,03-04-2017,1,249,MAHARASHTRA,WEST,0,2017,4,14,2,3,NA,Summer,0
180,03-04-2017,1,250,GUJARAT,WEST,0,2017,4,14,2,3,NA,Summer,0
181,03-04-2017,1,251,TRIPURA,EAST,0,2017,4,14,2,3,NA,Summer,0
182,03-04-2017,1,254,ASSAM,EAST,0,2017,4,14,2,3,NA,Summer,0
183,03-04-2017,1,255,ASSAM,EAST,0,2017,4,14,2,3,NA,Summer,0
184,03-04-2017,1,257,GUJARAT,WEST,0,2017,4,14,2,3,NA,Summer,0
185,03-04-2017,1,258,HARYANA,NORTH,0,2017,4,14,2,3,NA,Summer,0
186,03-04-2017,1,259,HARYANA,NORTH,0,2017,4,14,2,3,NA,Summer,0
187,03-04-2017,1,260,TAMIL NADU,SOUTH,0,2017,4,14,2,3,NA,Summer,0
188,03-04-2017,1,261,HARYANA,NORTH,0,2017,4,14,2,3,NA,Summer,0
189,03-04-2017,1,262,UTTAR PRADESH,EAST,0,2017,4,14,2,3,NA,Summer,0
190,03-04-2017,1,263,ANDHRA PRADESH,SOUTH,0,2017,4,14,2,3,NA,Summer,0
191,03-04-2017,1,264,PUNJAB,NORTH,0,2017,4,14,2,3,NA,Summer,0
192,03-04-2017,1,265,ANDHRA PRADESH,SOUTH,0,2017,4,14,2,3,NA,Summer,0
193,03-04-2017,1,266,TELANGANA,SOUTH,0,2017,4,14,2,3,NA,Summer,0
194,03-04-2017,1,267,ANDHRA PRADESH,SOUTH,0,2017,4,14,2,3,NA,Summer,0
195,03-04-2017,1,268,UTTAR PRADESH,EAST,0,2017,4,14,2,3,NA,Summer,0
196,03-04-2017,1,269,UTTAR PRADESH,EAST,0,2017,4,14,2,3,NA,Summer,0
197,03-04-2017,1,270,UTTAR PRADESH,EAST,0,2017,4,14,2,3,NA,Summer,0
198,03-04-2017,1,271,HARYANA,NORTH,0,2017,4,14,2,3,NA,Summer,0
215,04-04-2017,1,1,WEST BENGAL,EAST,4,2017,4,14,3,4,Navmi,Summer,Navmi
216,02-07-2017,1,3,DELHI,NORTH,0,2017,7,27,1,2,NA,Monsoon,0
217,04-04-2017,1,5,KARNATAKA,SOUTH,1,2017,4,14,3,4,Navmi,Summer,Navmi
218,04-04-2017,1,7,WEST BENGAL,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
219,04-04-2017,1,8,WEST BENGAL,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
220,04-04-2017,1,9,WEST BENGAL,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
221,04-04-2017,1,10,WEST BENGAL,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
222,04-04-2017,1,11,WEST BENGAL,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
223,04-04-2017,1,13,TAMIL NADU,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
224,04-04-2017,1,14,UTTAR PRADESH,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
225,04-04-2017,1,15,PUNJAB,NORTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
226,04-04-2017,1,16,TELANGANA,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
227,04-04-2017,1,17,ANDHRA PRADESH,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
228,04-04-2017,1,18,MAHARASHTRA,WEST,0,2017,4,14,3,4,Navmi,Summer,Navmi
229,04-04-2017,1,19,MAHARASHTRA,WEST,3,2017,4,14,3,4,Navmi,Summer,Navmi
230,04-04-2017,1,20,ORISSA,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
231,04-04-2017,1,21,MAHARASHTRA,WEST,0,2017,4,14,3,4,Navmi,Summer,Navmi
232,04-04-2017,1,29,WEST BENGAL,EAST,2,2017,4,14,3,4,Navmi,Summer,Navmi
233,04-04-2017,1,34,GUJARAT,WEST,0,2017,4,14,3,4,Navmi,Summer,Navmi
234,04-04-2017,1,35,TAMIL NADU,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
235,04-04-2017,1,36,ASSAM,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
236,04-04-2017,1,42,WEST BENGAL,EAST,1,2017,4,14,3,4,Navmi,Summer,Navmi
237,04-04-2017,1,43,TAMIL NADU,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
238,04-04-2017,1,48,ORISSA,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
239,04-04-2017,1,61,GUJARAT,WEST,0,2017,4,14,3,4,Navmi,Summer,Navmi
240,04-04-2017,1,62,PUNJAB,NORTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
241,04-04-2017,1,63,JHARKHAND,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
242,04-04-2017,1,64,KARNATAKA,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
243,04-04-2017,1,65,ASSAM,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
244,04-04-2017,1,66,ANDHRA PRADESH,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
245,04-04-2017,1,67,GUJARAT,WEST,0,2017,4,14,3,4,Navmi,Summer,Navmi
246,04-04-2017,1,68,GUJARAT,WEST,0,2017,4,14,3,4,Navmi,Summer,Navmi
247,04-04-2017,1,69,TAMIL NADU,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
248,04-04-2017,1,70,MAHARASHTRA,WEST,0,2017,4,14,3,4,Navmi,Summer,Navmi
249,04-04-2017,1,72,PUNJAB,NORTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
250,04-04-2017,1,73,PUNJAB,NORTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
251,04-04-2017,1,74,MAHARASHTRA,WEST,0,2017,4,14,3,4,Navmi,Summer,Navmi
252,04-04-2017,1,76,TAMIL NADU,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
253,04-04-2017,1,77,MAHARASHTRA,WEST,0,2017,4,14,3,4,Navmi,Summer,Navmi
254,04-04-2017,1,78,MAHARASHTRA,WEST,0,2017,4,14,3,4,Navmi,Summer,Navmi
255,04-04-2017,1,79,UTTARAKHAND,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
256,04-04-2017,1,82,KERALA,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
257,04-04-2017,1,84,CHHATTISGARH,CENTRAL,0,2017,4,14,3,4,Navmi,Summer,Navmi
258,04-04-2017,1,85,MAHARASHTRA,WEST,0,2017,4,14,3,4,Navmi,Summer,Navmi
259,04-04-2017,1,100,UTTAR PRADESH,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
260,04-04-2017,1,101,UTTAR PRADESH,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
261,04-04-2017,1,103,BIHAR,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
262,04-04-2017,1,104,JHARKHAND,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
263,04-04-2017,1,105,GUJARAT,WEST,0,2017,4,14,3,4,Navmi,Summer,Navmi
264,04-04-2017,1,111,ANDHRA PRADESH,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
265,04-04-2017,1,117,MAHARASHTRA,WEST,0,2017,4,14,3,4,Navmi,Summer,Navmi
266,04-04-2017,1,120,TRIPURA,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
267,04-04-2017,1,121,KARNATAKA,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
268,04-04-2017,1,135,MAHARASHTRA,WEST,4,2017,4,14,3,4,Navmi,Summer,Navmi
269,04-04-2017,1,136,TAMIL NADU,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
270,04-04-2017,1,137,MAHARASHTRA,WEST,1,2017,4,14,3,4,Navmi,Summer,Navmi
271,04-04-2017,1,147,MADHYA PRADESH,CENTRAL,1,2017,4,14,3,4,Navmi,Summer,Navmi
272,04-04-2017,1,159,BIHAR,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
273,04-04-2017,1,165,ORISSA,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
274,04-04-2017,1,202,UTTARAKHAND,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
275,04-04-2017,1,207,GUJARAT,WEST,0,2017,4,14,3,4,Navmi,Summer,Navmi
276,04-04-2017,1,217,BIHAR,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
277,04-04-2017,1,248,MAHARASHTRA,WEST,0,2017,4,14,3,4,Navmi,Summer,Navmi
278,04-04-2017,1,249,MAHARASHTRA,WEST,0,2017,4,14,3,4,Navmi,Summer,Navmi
279,04-04-2017,1,250,GUJARAT,WEST,0,2017,4,14,3,4,Navmi,Summer,Navmi
280,04-04-2017,1,251,TRIPURA,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
281,04-04-2017,1,254,ASSAM,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
282,04-04-2017,1,255,ASSAM,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
283,04-04-2017,1,257,GUJARAT,WEST,0,2017,4,14,3,4,Navmi,Summer,Navmi
284,04-04-2017,1,258,HARYANA,NORTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
285,04-04-2017,1,259,HARYANA,NORTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
286,04-04-2017,1,260,TAMIL NADU,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
287,04-04-2017,1,261,HARYANA,NORTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
288,04-04-2017,1,262,UTTAR PRADESH,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
289,04-04-2017,1,263,ANDHRA PRADESH,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
290,04-04-2017,1,264,PUNJAB,NORTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
291,04-04-2017,1,265,ANDHRA PRADESH,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
292,04-04-2017,1,266,TELANGANA,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
293,04-04-2017,1,267,ANDHRA PRADESH,SOUTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
294,04-04-2017,1,268,UTTAR PRADESH,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
295,04-04-2017,1,269,UTTAR PRADESH,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
296,04-04-2017,1,270,UTTAR PRADESH,EAST,0,2017,4,14,3,4,Navmi,Summer,Navmi
297,04-04-2017,1,271,HARYANA,NORTH,0,2017,4,14,3,4,Navmi,Summer,Navmi
314,05-04-2017,1,1,WEST BENGAL,EAST,113,2017,4,14,4,5,NA,Summer,0
315,03-08-2017,1,3,DELHI,NORTH,0,2017,8,31,5,3,NA,Monsoon,0
316,05-04-2017,1,5,KARNATAKA,SOUTH,113,2017,4,14,4,5,NA,Summer,0
317,05-04-2017,1,7,WEST BENGAL,EAST,19,2017,4,14,4,5,NA,Summer,0
318,05-04-2017,1,8,WEST BENGAL,EAST,10,2017,4,14,4,5,NA,Summer,0
319,05-04-2017,1,9,WEST BENGAL,EAST,22,2017,4,14,4,5,NA,Summer,0
320,05-04-2017,1,10,WEST BENGAL,EAST,46,2017,4,14,4,5,NA,Summer,0
321,05-04-2017,1,11,WEST BENGAL,EAST,23,2017,4,14,4,5,NA,Summer,0
322,05-04-2017,1,13,TAMIL NADU,SOUTH,15,2017,4,14,4,5,NA,Summer,0
323,05-04-2017,1,14,UTTAR PRADESH,EAST,0,2017,4,14,4,5,NA,Summer,0
324,05-04-2017,1,15,PUNJAB,NORTH,17,2017,4,14,4,5,NA,Summer,0
325,05-04-2017,1,16,TELANGANA,SOUTH,85,2017,4,14,4,5,NA,Summer,0
326,05-04-2017,1,17,ANDHRA PRADESH,SOUTH,9,2017,4,14,4,5,NA,Summer,0
327,05-04-2017,1,18,MAHARASHTRA,WEST,34,2017,4,14,4,5,NA,Summer,0
328,05-04-2017,1,19,MAHARASHTRA,WEST,73,2017,4,14,4,5,NA,Summer,0
329,05-04-2017,1,20,ORISSA,SOUTH,47,2017,4,14,4,5,NA,Summer,0
330,05-04-2017,1,21,MAHARASHTRA,WEST,0,2017,4,14,4,5,NA,Summer,0
331,05-04-2017,1,29,WEST BENGAL,EAST,7,2017,4,14,4,5,NA,Summer,0
332,05-04-2017,1,34,GUJARAT,WEST,105,2017,4,14,4,5,NA,Summer,0
333,05-04-2017,1,35,TAMIL NADU,SOUTH,0,2017,4,14,4,5,NA,Summer,0
334,05-04-2017,1,36,ASSAM,EAST,37,2017,4,14,4,5,NA,Summer,0
335,05-04-2017,1,42,WEST BENGAL,EAST,30,2017,4,14,4,5,NA,Summer,0
336,05-04-2017,1,43,TAMIL NADU,SOUTH,0,2017,4,14,4,5,NA,Summer,0
337,05-04-2017,1,48,ORISSA,SOUTH,47,2017,4,14,4,5,NA,Summer,0
338,05-04-2017,1,61,GUJARAT,WEST,29,2017,4,14,4,5,NA,Summer,0
339,05-04-2017,1,62,PUNJAB,NORTH,8,2017,4,14,4,5,NA,Summer,0
340,05-04-2017,1,63,JHARKHAND,SOUTH,7,2017,4,14,4,5,NA,Summer,0
341,05-04-2017,1,64,KARNATAKA,SOUTH,14,2017,4,14,4,5,NA,Summer,0
342,05-04-2017,1,65,ASSAM,EAST,54,2017,4,14,4,5,NA,Summer,0
343,05-04-2017,1,66,ANDHRA PRADESH,SOUTH,0,2017,4,14,4,5,NA,Summer,0
